P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
S02	S12	S18	0.985915	3.0452e-314	nan	0.300107	0	141	1
S02	S12	S19	0.985915	3.0452e-314	nan	0.290494	0	141	1
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
S04	S05	S03	0.571429	1.71429	0.0864763	0.022323	69	11	3
S04	S06	S03	0.571429	1.71429	0.0864763	0.022323	64	11	3
S04	S07	S03	0.571429	1.71429	0.0864763	0.022323	65	11	3
S04	S03	S08	0.5	3.0452e-314	nan	0.00414884	145	3	1
S04	S03	S09	0.5	3.0452e-314	nan	0.00413597	145	3	1
S04	S03	S10	0.5	3.0452e-314	nan	0.00410151	149	3	1
S04	S03	S11	0.6	1.5	0.133614	0.00611231	142	4	1
S04	S03	S12	0.5	3.0452e-314	nan	0.00388774	145	3	1
S04	S03	S13	0.5	3.0452e-314	nan	0.0038802	144	3	1
S04	S03	S14	0.5	3.0452e-314	nan	0.00438116	144	3	1
S04	S03	S15	0.5	3.0452e-314	nan	0.00384384	144	3	1
S04	S03	S16	0.5	3.0452e-314	nan	0.00408059	144	3	1
S04	S03	S17	0.5	3.0452e-314	nan	0.00394721	144	3	1
S04	S03	S18	0.5	3.0452e-314	nan	0.0042061	144	3	1
S04	S03	S19	0.5	3.0452e-314	nan	0.00407384	144	3	1
						3.04519e-314			
						3.04519e-314			
S05	S03	S08	0.5	3.0452e-314	nan	0.00414884	153	3	1
S05	S03	S09	0.5	3.0452e-314	nan	0.00413597	153	3	1
S05	S03	S10	0.5	3.0452e-314	nan	0.00410151	157	3	1
S05	S03	S11	0.5	3.0452e-314	nan	0.0040832	149	3	1
S05	S03	S12	0.5	3.0452e-314	nan	0.00388774	153	3	1
S05	S03	S13	0.5	3.0452e-314	nan	0.0038802	152	3	1
S05	S03	S14	0.5	3.0452e-314	nan	0.00438116	152	3	1
S05	S03	S15	0.5	3.0452e-314	nan	0.00384384	152	3	1
S05	S03	S16	0.5	3.0452e-314	nan	0.00408059	152	3	1
S05	S03	S17	0.5	3.0452e-314	nan	0.00394721	152	3	1
S05	S03	S18	0.5	3.0452e-314	nan	0.0042061	152	3	1
S05	S03	S19	0.5	3.0452e-314	nan	0.00407384	152	3	1
						3.04519e-314			
S06	S03	S08	0.5	3.0452e-314	nan	0.00414884	153	3	1
S06	S03	S09	0.5	3.0452e-314	nan	0.00413597	153	3	1
S06	S03	S10	0.5	3.0452e-314	nan	0.00410151	157	3	1
S06	S03	S11	0.5	3.0452e-314	nan	0.0040832	149	3	1
S06	S03	S12	0.5	3.0452e-314	nan	0.00388774	153	3	1
S06	S03	S13	0.5	3.0452e-314	nan	0.0038802	152	3	1
S06	S03	S14	0.5	3.0452e-314	nan	0.00438116	152	3	1
S06	S03	S15	0.5	3.0452e-314	nan	0.00384384	152	3	1
S06	S03	S16	0.5	3.0452e-314	nan	0.00408059	152	3	1
S06	S03	S17	0.5	3.0452e-314	nan	0.00394721	152	3	1
S06	S03	S18	0.5	3.0452e-314	nan	0.0042061	152	3	1
S06	S03	S19	0.5	3.0452e-314	nan	0.00407384	152	3	1
S07	S03	S08	0.5	3.0452e-314	nan	0.00414884	153	3	1
S07	S03	S09	0.5	3.0452e-314	nan	0.00413597	153	3	1
S07	S03	S10	0.5	3.0452e-314	nan	0.00410151	157	3	1
S07	S03	S11	0.5	3.0452e-314	nan	0.0040832	149	3	1
S07	S03	S12	0.5	3.0452e-314	nan	0.00388774	153	3	1
S07	S03	S13	0.5	3.0452e-314	nan	0.0038802	152	3	1
S07	S03	S14	0.5	3.0452e-314	nan	0.00438116	152	3	1
S07	S03	S15	0.5	3.0452e-314	nan	0.00384384	152	3	1
S07	S03	S16	0.5	3.0452e-314	nan	0.00408059	152	3	1
S07	S03	S17	0.5	3.0452e-314	nan	0.00394721	152	3	1
S07	S03	S18	0.5	3.0452e-314	nan	0.0042061	152	3	1
S07	S03	S19	0.5	3.0452e-314	nan	0.00407384	152	3	1
S09	S08	S03	0	3.04519e-314	nan	0	91	3	3
S10	S08	S03	0.5	1.18585	0.23568	0.00793061	80	6	2
S08	S11	S03	0.4	1.09301	0.27439	0.007994	49	7	3
S12	S08	S03	0	0	1	0	45	6	6
S08	S13	S03	0.0909091	0.262234	0.793141	0.0019985	44	6	5
S08	S14	S03	0.0909091	0.262234	0.793141	0.0019985	44	6	5
S08	S15	S03	0.0909091	0.262234	0.793141	0.0019985	45	6	5
S08	S16	S03	0.0909091	0.262234	0.793141	0.0019985	44	6	5
S08	S17	S03	0.0909091	0.262234	0.793141	0.0019985	44	6	5
S08	S18	S03	0.0909091	0.262234	0.793141	0.0019985	44	6	5
S08	S19	S03	0.0909091	0.262234	0.793141	0.0019985	44	6	5
S10	S09	S03	0.4	1.11261	0.265877	0.00793061	85	7	3
S09	S11	S03	0.333333	1.18507	0.23599	0.007994	46	8	4
S12	S09	S03	0	0	1	0	44	5	5
S09	S13	S03	0.111111	0.361551	0.717688	0.0019985	43	5	4
S09	S14	S03	0.111111	0.361551	0.717688	0.0019985	43	5	4
S09	S15	S03	0.111111	0.361551	0.717688	0.0019985	43	5	4
S09	S16	S03	0.111111	0.361551	0.717688	0.0019985	43	5	4
S09	S17	S03	0.111111	0.361551	0.717688	0.0019985	43	5	4
S09	S18	S03	0.111111	0.361551	0.717688	0.0019985	43	5	4
S09	S19	S03	0.111111	0.361551	0.717688	0.0019985	43	5	4
S10	S11	S03	0.571429	2.3597	0.0182895	0.0158612	46	11	3
S10	S12	S03	0.333333	1.02913	0.30342	0.00793061	44	8	4
S10	S13	S03	0.384615	1.18745	0.235049	0.00991326	41	9	4
S10	S14	S03	0.384615	1.18745	0.235049	0.00991326	41	9	4
S10	S15	S03	0.384615	1.18745	0.235049	0.00991326	42	9	4
S10	S16	S03	0.384615	1.18745	0.235049	0.00991326	41	9	4
S10	S17	S03	0.384615	1.18745	0.235049	0.00991326	41	9	4
S10	S18	S03	0.384615	1.18745	0.235049	0.00991326	41	9	4
S10	S19	S03	0.384615	1.18745	0.235049	0.00991326	41	9	4
S12	S11	S03	0.333333	1	0.317311	0.007994	79	8	4
S13	S11	S03	0.272727	0.782083	0.434166	0.00600751	78	7	4
S14	S11	S03	0.272727	0.782083	0.434166	0.00600751	78	7	4
S15	S11	S03	0.272727	0.782083	0.434166	0.00600751	79	7	4
S16	S11	S03	0.272727	0.782083	0.434166	0.00600751	78	7	4
S17	S11	S03	0.272727	0.782083	0.434166	0.00600751	78	7	4
S18	S11	S03	0.272727	0.782083	0.434166	0.00600751	78	7	4
S19	S11	S03	0.272727	0.782083	0.434166	0.00600751	78	7	4
S03	S12	S13	0.986395	3.0452e-314	nan	0.28241	0	146	1
S03	S12	S14	0.986395	3.0452e-314	nan	0.319032	0	146	1
S03	S12	S15	0.986486	3.0452e-314	nan	0.281683	0	147	1
S03	S12	S16	0.986577	3.0452e-314	nan	0.301152	0	148	1
S03	S12	S17	0.986577	3.0452e-314	nan	0.291269	0	148	1
S03	S12	S18	0.986577	3.0452e-314	nan	0.310454	0	148	1
S03	S12	S19	0.986577	3.0452e-314	nan	0.300652	0	148	1
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
S04	S06	S05	0.918367	1.17119e+166	nan	0.424729	0	117.5	5
S04	S07	S05	0.937255	1.17119e+166	nan	0.451156	0	123.5	4
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
S11	S04	S05	0.990385	1.17119e+166	nan	0.437483	0	207	1
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
S06	S07	S04	0.2	3.04519e-314	nan	0.00330715	130.25	3	2
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
S11	S04	S06	0.990148	1.17119e+166	nan	0.414219	0	202	1
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
S11	S04	S07	0.990196	1.17119e+166	nan	0.404506	0	203	1
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
S09	S08	S04	0	3.04519e-314	nan	0	93	3	3
S10	S08	S04	0.5	1.18585	0.23568	0.00782205	82	6	2
S08	S11	S04	0.333333	0.824958	0.409395	0.00591279	51	6	3
S12	S08	S04	0	0	1	0	47	6	6
S08	S13	S04	0.0909091	0.262234	0.793141	0.00197093	46	6	5
S08	S14	S04	0.0909091	0.262234	0.793141	0.00197093	46	6	5
S08	S15	S04	0.0909091	0.262234	0.793141	0.00197093	47	6	5
S08	S16	S04	0.0909091	0.262234	0.793141	0.00197093	46	6	5
S08	S17	S04	0.0909091	0.262234	0.793141	0.00197093	46	6	5
S08	S18	S04	0.0909091	0.262234	0.793141	0.00197093	46	6	5
S08	S19	S04	0.0909091	0.262234	0.793141	0.00197093	46	6	5
S10	S09	S04	0.4	1.11261	0.265877	0.00782205	87	7	3
S09	S11	S04	0.272727	0.873401	0.382445	0.00591279	48	7	4
S12	S09	S04	0	0	1	0	46	5	5
S09	S13	S04	0.111111	0.361551	0.717688	0.00197093	45	5	4
S09	S14	S04	0.111111	0.361551	0.717688	0.00197093	45	5	4
S09	S15	S04	0.111111	0.361551	0.717688	0.00197093	45	5	4
S09	S16	S04	0.111111	0.361551	0.717688	0.00197093	45	5	4
S09	S17	S04	0.111111	0.361551	0.717688	0.00197093	45	5	4
S09	S18	S04	0.111111	0.361551	0.717688	0.00197093	45	5	4
S09	S19	S04	0.111111	0.361551	0.717688	0.00197093	45	5	4
S10	S11	S04	0.538462	1.83167	0.067	0.0136886	48	10	3
S10	S12	S04	0.333333	1.02913	0.30342	0.00782205	46	8	4
S10	S13	S04	0.384615	1.18745	0.235049	0.00977756	43	9	4
S10	S14	S04	0.384615	1.18745	0.235049	0.00977756	43	9	4
S10	S15	S04	0.384615	1.18745	0.235049	0.00977756	44	9	4
S10	S16	S04	0.384615	1.18745	0.235049	0.00977756	43	9	4
S10	S17	S04	0.384615	1.18745	0.235049	0.00977756	43	9	4
S10	S18	S04	0.384615	1.18745	0.235049	0.00977756	43	9	4
S10	S19	S04	0.384615	1.18745	0.235049	0.00977756	43	9	4
S12	S11	S04	0.272727	0.818182	0.413253	0.00591279	81	7	4
S13	S11	S04	0.2	0.573528	0.566287	0.00394964	80	6	4
S14	S11	S04	0.2	0.573528	0.566287	0.00394964	80	6	4
S15	S11	S04	0.2	0.573528	0.566287	0.00394964	81	6	4
S16	S11	S04	0.2	0.573528	0.566287	0.00394964	80	6	4
S17	S11	S04	0.2	0.573528	0.566287	0.00394964	80	6	4
S18	S11	S04	0.2	0.573528	0.566287	0.00394964	80	6	4
S19	S11	S04	0.2	0.573528	0.566287	0.00394964	80	6	4
S04	S12	S13	0.986577	3.0452e-314	nan	0.285195	0	148	1
S04	S12	S14	0.986577	3.0452e-314	nan	0.322015	0	148	1
S04	S12	S15	0.986667	3.0452e-314	nan	0.284444	0	149	1
S04	S12	S16	0.986755	3.0452e-314	nan	0.304004	0	150	1
S04	S12	S17	0.986755	3.0452e-314	nan	0.294067	0	150	1
S04	S12	S18	0.986755	3.0452e-314	nan	0.313354	0	150	1
S04	S12	S19	0.986755	3.0452e-314	nan	0.303501	0	150	1
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
S05	S06	S07	0.0857143	0.390892	0.695877	0.0215672	13	23.75	20
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
S09	S08	S05	0	3.04519e-314	nan	0	93	3	3
S10	S08	S05	0.5	1.18585	0.23568	0.00835291	82	6	2
S08	S11	S05	0.4	1.09301	0.27439	0.00842327	51	7	3
S12	S08	S05	0	0	1	0	47	6	6
S08	S13	S05	0.0909091	0.262234	0.793141	0.00210582	46	6	5
S08	S14	S05	0.0909091	0.262234	0.793141	0.00210582	46	6	5
S08	S15	S05	0.0909091	0.262234	0.793141	0.00210582	47	6	5
S08	S16	S05	0.0909091	0.262234	0.793141	0.00210582	46	6	5
S08	S17	S05	0.0909091	0.262234	0.793141	0.00210582	46	6	5
S08	S18	S05	0.0909091	0.262234	0.793141	0.00210582	46	6	5
S08	S19	S05	0.0909091	0.262234	0.793141	0.00210582	46	6	5
S10	S09	S05	0.4	1.11261	0.265877	0.00835291	87	7	3
S09	S11	S05	0.333333	1.18507	0.23599	0.00842327	48	8	4
S12	S09	S05	0	0	1	0	46	5	5
S09	S13	S05	0.111111	0.361551	0.717688	0.00210582	45	5	4
S09	S14	S05	0.111111	0.361551	0.717688	0.00210582	45	5	4
S09	S15	S05	0.111111	0.361551	0.717688	0.00210582	45	5	4
S09	S16	S05	0.111111	0.361551	0.717688	0.00210582	45	5	4
S09	S17	S05	0.111111	0.361551	0.717688	0.00210582	45	5	4
S09	S18	S05	0.111111	0.361551	0.717688	0.00210582	45	5	4
S09	S19	S05	0.111111	0.361551	0.717688	0.00210582	45	5	4
S10	S11	S05	0.571429	2.3597	0.0182895	0.0167058	48	11	3
S10	S12	S05	0.333333	1.02913	0.30342	0.00835291	46	8	4
S10	S13	S05	0.384615	1.18745	0.235049	0.0104411	43	9	4
S10	S14	S05	0.384615	1.18745	0.235049	0.0104411	43	9	4
S10	S15	S05	0.384615	1.18745	0.235049	0.0104411	44	9	4
S10	S16	S05	0.384615	1.18745	0.235049	0.0104411	43	9	4
S10	S17	S05	0.384615	1.18745	0.235049	0.0104411	43	9	4
S10	S18	S05	0.384615	1.18745	0.235049	0.0104411	43	9	4
S10	S19	S05	0.384615	1.18745	0.235049	0.0104411	43	9	4
S12	S11	S05	0.333333	1	0.317311	0.00842327	81	8	4
S13	S11	S05	0.272727	0.782083	0.434166	0.00633078	80	7	4
S14	S11	S05	0.272727	0.782083	0.434166	0.00633078	80	7	4
S15	S11	S05	0.272727	0.782083	0.434166	0.00633078	81	7	4
S16	S11	S05	0.272727	0.782083	0.434166	0.00633078	80	7	4
S17	S11	S05	0.272727	0.782083	0.434166	0.00633078	80	7	4
S18	S11	S05	0.272727	0.782083	0.434166	0.00633078	80	7	4
S19	S11	S05	0.272727	0.782083	0.434166	0.00633078	80	7	4
S05	S12	S13	0.986577	3.0452e-314	nan	0.285195	0	148	1
S05	S12	S14	0.986577	3.0452e-314	nan	0.322015	0	148	1
S05	S12	S15	0.986667	3.0452e-314	nan	0.284444	0	149	1
S05	S12	S16	0.986755	3.0452e-314	nan	0.304004	0	150	1
S05	S12	S17	0.986755	3.0452e-314	nan	0.294067	0	150	1
S05	S12	S18	0.986755	3.0452e-314	nan	0.313354	0	150	1
S05	S12	S19	0.986755	3.0452e-314	nan	0.303501	0	150	1
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
S09	S08	S06	0	3.04519e-314	nan	0	93	3	3
S10	S08	S06	0.5	1.18585	0.23568	0.00810948	82	6	2
S08	S11	S06	0.4	1.09301	0.27439	0.00817578	51	7	3
S12	S08	S06	0	0	1	0	47	6	6
S08	S13	S06	0.0909091	0.262234	0.793141	0.00204394	46	6	5
S08	S14	S06	0.0909091	0.262234	0.793141	0.00204394	46	6	5
S08	S15	S06	0.0909091	0.262234	0.793141	0.00204394	47	6	5
S08	S16	S06	0.0909091	0.262234	0.793141	0.00204394	46	6	5
S08	S17	S06	0.0909091	0.262234	0.793141	0.00204394	46	6	5
S08	S18	S06	0.0909091	0.262234	0.793141	0.00204394	46	6	5
S08	S19	S06	0.0909091	0.262234	0.793141	0.00204394	46	6	5
S10	S09	S06	0.4	1.11261	0.265877	0.00810948	87	7	3
S09	S11	S06	0.333333	1.18507	0.23599	0.00817578	48	8	4
S12	S09	S06	0	0	1	0	46	5	5
S09	S13	S06	0.111111	0.361551	0.717688	0.00204394	45	5	4
S09	S14	S06	0.111111	0.361551	0.717688	0.00204394	45	5	4
S09	S15	S06	0.111111	0.361551	0.717688	0.00204394	45	5	4
S09	S16	S06	0.111111	0.361551	0.717688	0.00204394	45	5	4
S09	S17	S06	0.111111	0.361551	0.717688	0.00204394	45	5	4
S09	S18	S06	0.111111	0.361551	0.717688	0.00204394	45	5	4
S09	S19	S06	0.111111	0.361551	0.717688	0.00204394	45	5	4
S10	S11	S06	0.571429	2.3597	0.0182895	0.016219	48	11	3
S10	S12	S06	0.333333	1.02913	0.30342	0.00810948	46	8	4
S10	S13	S06	0.384615	1.18745	0.235049	0.0101368	43	9	4
S10	S14	S06	0.384615	1.18745	0.235049	0.0101368	43	9	4
S10	S15	S06	0.384615	1.18745	0.235049	0.0101368	44	9	4
S10	S16	S06	0.384615	1.18745	0.235049	0.0101368	43	9	4
S10	S17	S06	0.384615	1.18745	0.235049	0.0101368	43	9	4
S10	S18	S06	0.384615	1.18745	0.235049	0.0101368	43	9	4
S10	S19	S06	0.384615	1.18745	0.235049	0.0101368	43	9	4
S12	S11	S06	0.333333	1	0.317311	0.00817578	81	8	4
S13	S11	S06	0.272727	0.782083	0.434166	0.00614439	80	7	4
S14	S11	S06	0.272727	0.782083	0.434166	0.00614439	80	7	4
S15	S11	S06	0.272727	0.782083	0.434166	0.00614439	81	7	4
S16	S11	S06	0.272727	0.782083	0.434166	0.00614439	80	7	4
S17	S11	S06	0.272727	0.782083	0.434166	0.00614439	80	7	4
S18	S11	S06	0.272727	0.782083	0.434166	0.00614439	80	7	4
S19	S11	S06	0.272727	0.782083	0.434166	0.00614439	80	7	4
S06	S12	S13	0.986577	3.0452e-314	nan	0.285195	0	148	1
S06	S12	S14	0.986577	3.0452e-314	nan	0.322015	0	148	1
S06	S12	S15	0.986667	3.0452e-314	nan	0.284444	0	149	1
S06	S12	S16	0.986755	3.0452e-314	nan	0.304004	0	150	1
S06	S12	S17	0.986755	3.0452e-314	nan	0.294067	0	150	1
S06	S12	S18	0.986755	3.0452e-314	nan	0.313354	0	150	1
S06	S12	S19	0.986755	3.0452e-314	nan	0.303501	0	150	1
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
S09	S08	S07	0	3.04519e-314	nan	0	93	3	3
S10	S08	S07	0.5	1.18585	0.23568	0.00788372	82	6	2
S08	S11	S07	0.4	1.09301	0.27439	0.00794636	51	7	3
S12	S08	S07	0	0	1	0	47	6	6
S08	S13	S07	0.0909091	0.262234	0.793141	0.00198659	46	6	5
S08	S14	S07	0.0909091	0.262234	0.793141	0.00198659	46	6	5
S08	S15	S07	0.0909091	0.262234	0.793141	0.00198659	47	6	5
S08	S16	S07	0.0909091	0.262234	0.793141	0.00198659	46	6	5
S08	S17	S07	0.0909091	0.262234	0.793141	0.00198659	46	6	5
S08	S18	S07	0.0909091	0.262234	0.793141	0.00198659	46	6	5
S08	S19	S07	0.0909091	0.262234	0.793141	0.00198659	46	6	5
S10	S09	S07	0.4	1.11261	0.265877	0.00788372	87	7	3
S09	S11	S07	0.333333	1.18507	0.23599	0.00794636	48	8	4
S12	S09	S07	0	0	1	0	46	5	5
S09	S13	S07	0.111111	0.361551	0.717688	0.00198659	45	5	4
S09	S14	S07	0.111111	0.361551	0.717688	0.00198659	45	5	4
S09	S15	S07	0.111111	0.361551	0.717688	0.00198659	45	5	4
S09	S16	S07	0.111111	0.361551	0.717688	0.00198659	45	5	4
S09	S17	S07	0.111111	0.361551	0.717688	0.00198659	45	5	4
S09	S18	S07	0.111111	0.361551	0.717688	0.00198659	45	5	4
S09	S19	S07	0.111111	0.361551	0.717688	0.00198659	45	5	4
S10	S11	S07	0.571429	2.3597	0.0182895	0.0157674	48	11	3
S10	S12	S07	0.333333	1.02913	0.30342	0.00788372	46	8	4
S10	S13	S07	0.384615	1.18745	0.235049	0.00985464	43	9	4
S10	S14	S07	0.384615	1.18745	0.235049	0.00985464	43	9	4
S10	S15	S07	0.384615	1.18745	0.235049	0.00985464	44	9	4
S10	S16	S07	0.384615	1.18745	0.235049	0.00985464	43	9	4
S10	S17	S07	0.384615	1.18745	0.235049	0.00985464	43	9	4
S10	S18	S07	0.384615	1.18745	0.235049	0.00985464	43	9	4
S10	S19	S07	0.384615	1.18745	0.235049	0.00985464	43	9	4
S12	S11	S07	0.333333	1	0.317311	0.00794636	81	8	4
S13	S11	S07	0.272727	0.782083	0.434166	0.00597163	80	7	4
S14	S11	S07	0.272727	0.782083	0.434166	0.00597163	80	7	4
S15	S11	S07	0.272727	0.782083	0.434166	0.00597163	81	7	4
S16	S11	S07	0.272727	0.782083	0.434166	0.00597163	80	7	4
S17	S11	S07	0.272727	0.782083	0.434166	0.00597163	80	7	4
S18	S11	S07	0.272727	0.782083	0.434166	0.00597163	80	7	4
S19	S11	S07	0.272727	0.782083	0.434166	0.00597163	80	7	4
S07	S12	S13	0.986577	3.0452e-314	nan	0.285195	0	148	1
S07	S12	S14	0.986577	3.0452e-314	nan	0.322015	0	148	1
S07	S12	S15	0.986667	3.0452e-314	nan	0.284444	0	149	1
S07	S12	S16	0.986755	3.0452e-314	nan	0.304004	0	150	1
S07	S12	S17	0.986755	3.0452e-314	nan	0.294067	0	150	1
S07	S12	S18	0.986755	3.0452e-314	nan	0.313354	0	150	1
S07	S12	S19	0.986755	3.0452e-314	nan	0.303501	0	150	1
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
S08	S09	S10	0.181818	0.653464	0.513457	0.00981294	23	13	9
S09	S08	S11	0.4	1	0.317311	0.00889259	49	7	3
S08	S09	S12	0	0	1	0	55	6	6
S08	S09	S13	0	0	1	0	55	6	6
S08	S09	S14	0	0	1	0	55	6	6
S09	S08	S15	0.0769231	0.214033	0.830521	0.00208198	55	7	6
S08	S09	S16	0	0	1	0	55	6	6
S08	S09	S17	0	0	1	0	55	6	6
S08	S09	S18	0	0	1	0	55	6	6
S08	S09	S19	0	0	1	0	55	6	6
S11	S10	S08	0.608696	5.366	8.05022e-08	0.0645068	2	37	9
S10	S08	S12	0.230769	0.692308	0.488744	0.00629673	43	8	5
S10	S08	S13	0.6	2.04101	0.04125	0.0124627	43	8	2
S10	S08	S14	0.6	2.04101	0.04125	0.0142012	43	8	2
S10	S08	S15	0.6	2.04101	0.04125	0.0123632	42	8	2
S10	S08	S16	0.6	2.04101	0.04125	0.0131543	43	8	2
S10	S08	S17	0.6	2.04101	0.04125	0.0126934	43	8	2
S10	S08	S18	0.6	2.04101	0.04125	0.01359	43	8	2
S10	S08	S19	0.6	2.04101	0.04125	0.0131309	43	8	2
S12	S11	S08	0.368421	1.43765	0.150533	0.0158708	42	13	6
S13	S11	S08	0.411765	1.60053	0.109481	0.0158708	41	12	5
S14	S11	S08	0.411765	1.60053	0.109481	0.0158708	41	12	5
S15	S11	S08	0.375	1.45763	0.144943	0.0136344	41	11	5
S16	S11	S08	0.411765	1.60053	0.109481	0.0158708	41	12	5
S17	S11	S08	0.411765	1.60053	0.109481	0.0158708	41	12	5
S18	S11	S08	0.411765	1.60053	0.109481	0.0158708	41	12	5
S19	S11	S08	0.411765	1.60053	0.109481	0.0158708	41	12	5
S13	S12	S08	0	3.04519e-314	nan	0	108	1	1
S14	S12	S08	0	3.04519e-314	nan	0	108	1	1
S12	S15	S08	0.333333	3.04519e-314	nan	0.00226725	109	2	1
S16	S12	S08	0	3.04519e-314	nan	0	110	1	1
S17	S12	S08	0	3.04519e-314	nan	0	110	1	1
S18	S12	S08	0	3.04519e-314	nan	0	110	1	1
S19	S12	S08	0	3.04519e-314	nan	0	110	1	1
						3.04519e-314			
S08	S13	S15	0.989744	3.0452e-314	nan	0.40266	0	194	1
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
S08	S14	S15	0.991658	3.0452e-314	nan	0.496023	0	238.75	1
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
S08	S16	S15	0.992063	1.17119e+166	nan	0.52158	0	251	1
S08	S17	S15	0.992188	1.17119e+166	nan	0.529926	0	255	1
S08	S18	S15	0.992134	1.17119e+166	nan	0.526275	0	253.25	1
S08	S19	S15	0.992218	1.17119e+166	nan	0.532012	0	256	1
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
						3.04519e-314			
S10	S09	S11	0.2	0.630126	0.528612	0.00662526	45	9	6
S10	S09	S12	0.176471	0.503651	0.614506	0.00629673	49	10	7
S10	S09	S13	0.428571	1.17108	0.241567	0.0124627	49	10	4
S10	S09	S14	0.428571	1.17108	0.241567	0.0142012	49	10	4
S10	S09	S15	0.333333	0.940127	0.347153	0.0103026	49	10	5
S10	S09	S16	0.428571	1.17108	0.241567	0.0131543	49	10	4
S10	S09	S17	0.428571	1.17108	0.241567	0.0126934	49	10	4
S10	S09	S18	0.428571	1.17108	0.241567	0.01359	49	10	4
S10	S09	S19	0.428571	1.17108	0.241567	0.0131309	49	10	4
S12	S11	S09	0.2	0.742781	0.457614	0.0067787	42	9	6
S13	S11	S09	0.230769	0.794984	0.426623	0.0067787	41	8	5
