P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
S16	S08	S02	0.0769231	0.213963	0.830576	0.00212993	37	7	6
S17	S08	S02	0.0769231	0.213963	0.830576	0.00212993	37	7	6
S18	S08	S02	0.0769231	0.213963	0.830576	0.00212993	37	7	6
S19	S08	S02	0.0769231	0.213963	0.830576	0.00212993	37	7	6
S09	S10	S02	0.111111	0.276818	0.78192	0.00213447	73	5	4
S11	S09	S02	0	0	1	0	40	7	7
S12	S09	S02	0.125	0.34769	0.728073	0.0042508	39	9	7
S13	S09	S02	0.0666667	0.185435	0.852888	0.00212993	38	8	7
S14	S09	S02	0.0666667	0.185435	0.852888	0.00212993	38	8	7
S15	S09	S02	0.0666667	0.185435	0.852888	0.00212993	38	8	7
S16	S09	S02	0.0666667	0.185435	0.852888	0.00212993	38	8	7
S17	S09	S02	0.0666667	0.185435	0.852888	0.00212993	38	8	7
S18	S09	S02	0.0666667	0.185435	0.852888	0.00212993	38	8	7
S19	S09	S02	0.0666667	0.185435	0.852888	0.00212993	38	8	7
S11	S10	S02	0.0666667	0.196039	0.844579	0.00213447	37	8	7
S12	S10	S02	0.2	0.556304	0.578003	0.0063762	35	9	6
S13	S10	S02	0.125	0.338886	0.734696	0.00425985	32	9	7
S14	S10	S02	0.125	0.338886	0.734696	0.00425985	32	9	7
S15	S10	S02	0.125	0.338886	0.734696	0.00425985	33	9	7
S16	S10	S02	0.125	0.338886	0.734696	0.00425985	32	9	7
S17	S10	S02	0.125	0.338886	0.734696	0.00425985	32	9	7
S18	S10	S02	0.125	0.338886	0.734696	0.00425985	32	9	7
S19	S10	S02	0.125	0.338886	0.734696	0.00425985	32	9	7
S12	S11	S02	0.166667	0.448211	0.654001	0.0042508	73	7	5
S13	S11	S02	0.0909091	0.246132	0.80558	0.00212993	72	6	5
S14	S11	S02	0.0909091	0.246132	0.80558	0.00212993	72	6	5
S15	S11	S02	0.0909091	0.246132	0.80558	0.00212993	73	6	5
S16	S11	S02	0.0909091	0.246132	0.80558	0.00212993	72	6	5
S17	S11	S02	0.0909091	0.246132	0.80558	0.00212993	72	6	5
S18	S11	S02	0.0909091	0.246132	0.80558	0.00212993	72	6	5
S19	S11	S02	0.0909091	0.246132	0.80558	0.00212993	72	6	5
S12	S13	S02	1	3.04519e-314	nan	0.0021254	139	1	0
S12	S14	S02	1	3.04519e-314	nan	0.0021254	139	1	0
S12	S15	S02	1	3.04519e-314	nan	0.0021254	140	1	0
S12	S16	S02	1	3.04519e-314	nan	0.0021254	141	1	0
S12	S17	S02	1	3.04519e-314	nan	0.0021254	141	1	0
S12	S18	S02	1	3.04519e-314	nan	0.0021254	141	1	0
S12	S19	S02	1	3.04519e-314	nan	0.0021254	141	1	0
S13	S14	S02	nan	3.04519e-314	nan	0	227	0	0
S13	S15	S02	nan	3.04519e-314	nan	0	225	0	0
S13	S16	S02	nan	3.04519e-314	nan	0	226	0	0
S13	S17	S02	nan	3.04519e-314	nan	0	228	0	0
S13	S18	S02	nan	3.04519e-314	nan	0	227	0	0
S13	S19	S02	nan	3.04519e-314	nan	0	228	0	0
S14	S15	S02	nan	3.04519e-314	nan	0	269.75	0	0
S14	S16	S02	nan	3.04519e-314	nan	0	277.75	0	0
S14	S17	S02	nan	3.04519e-314	nan	0	279.75	0	0
S14	S18	S02	nan	3.04519e-314	nan	0	278	0	0
S14	S19	S02	nan	3.04519e-314	nan	0	279	0	0
S15	S16	S02	nan	3.04519e-314	nan	0	282	0	0
S15	S17	S02	nan	3.04519e-314	nan	0	286	0	0
S15	S18	S02	nan	3.04519e-314	nan	0	284.25	0	0
S15	S19	S02	nan	3.04519e-314	nan	0	287	0	0
S16	S17	S02	nan	3.04519e-314	nan	0	291.25	0	0
S16	S18	S02	nan	3.04519e-314	nan	0	291	0	0
S16	S19	S02	nan	3.04519e-314	nan	0	294	0	0
S17	S18	S02	nan	3.04519e-314	nan	0	356	0	0
S17	S19	S02	nan	3.04519e-314	nan	0	360.75	0	0
S18	S19	S02	nan	3.04519e-314	nan	0	406.125	0	0
S04	S05	S03	0.571429	1.71429	0.0864763	0.022323	69	11	3
S04	S06	S03	0.571429	1.71429	0.0864763	0.022323	64	11	3
S04	S07	S03	0.571429	1.71429	0.0864763	0.022323	65	11	3
S04	S03	S08	0.5	3.0452e-314	nan	0.00414884	145	3	1
S04	S03	S09	0.5	3.0452e-314	nan	0.00413597	145	3	1
S04	S03	S10	0.5	3.0452e-314	nan	0.00410151	149	3	1
S04	S03	S11	0.6	1.5	0.133614	0.00611231	142	4	1
S04	S03	S12	0.5	3.0452e-314	nan	0.00388774	145	3	1
S04	S03	S13	0.5	3.0452e-314	nan	0.0038802	144	3	1
S04	S03	S14	0.5	3.0452e-314	nan	0.00438116	144	3	1
S04	S03	S15	0.5	3.0452e-314	nan	0.00384384	144	3	1
S04	S03	S16	0.5	3.0452e-314	nan	0.00408059	144	3	1
S04	S03	S17	0.5	3.0452e-314	nan	0.00394721	144	3	1
S04	S03	S18	0.5	3.0452e-314	nan	0.0042061	144	3	1
S04	S03	S19	0.5	3.0452e-314	nan	0.00407384	144	3	1
S05	S06	S03	nan	3.04519e-314	nan	0	170.5	0	0
S05	S07	S03	nan	3.04519e-314	nan	0	177.5	0	0
S05	S03	S08	0.5	3.0452e-314	nan	0.00414884	153	3	1
S05	S03	S09	0.5	3.0452e-314	nan	0.00413597	153	3	1
S05	S03	S10	0.5	3.0452e-314	nan	0.00410151	157	3	1
S05	S03	S11	0.5	3.0452e-314	nan	0.0040832	149	3	1
S05	S03	S12	0.5	3.0452e-314	nan	0.00388774	153	3	1
S05	S03	S13	0.5	3.0452e-314	nan	0.0038802	152	3	1
S05	S03	S14	0.5	3.0452e-314	nan	0.00438116	152	3	1
S05	S03	S15	0.5	3.0452e-314	nan	0.00384384	152	3	1
S05	S03	S16	0.5	3.0452e-314	nan	0.00408059	152	3	1
S05	S03	S17	0.5	3.0452e-314	nan	0.00394721	152	3	1
S05	S03	S18	0.5	3.0452e-314	nan	0.0042061	152	3	1
S05	S03	S19	0.5	3.0452e-314	nan	0.00407384	152	3	1
S06	S07	S03	nan	3.04519e-314	nan	0	181.25	0	0
S06	S03	S08	0.5	3.0452e-314	nan	0.00414884	153	3	1
S06	S03	S09	0.5	3.0452e-314	nan	0.00413597	153	3	1
S06	S03	S10	0.5	3.0452e-314	nan	0.00410151	157	3	1
S06	S03	S11	0.5	3.0452e-314	nan	0.0040832	149	3	1
S06	S03	S12	0.5	3.0452e-314	nan	0.00388774	153	3	1
S06	S03	S13	0.5	3.0452e-314	nan	0.0038802	152	3	1
S06	S03	S14	0.5	3.0452e-314	nan	0.00438116	152	3	1
S06	S03	S15	0.5	3.0452e-314	nan	0.00384384	152	3	1
S06	S03	S16	0.5	3.0452e-314	nan	0.00408059	152	3	1
S06	S03	S17	0.5	3.0452e-314	nan	0.00394721	152	3	1
S06	S03	S18	0.5	3.0452e-314	nan	0.0042061	152	3	1
S06	S03	S19	0.5	3.0452e-314	nan	0.00407384	152	3	1
S07	S03	S08	0.5	3.0452e-314	nan	0.00414884	153	3	1
S07	S03	S09	0.5	3.0452e-314	nan	0.00413597	153	3	1
S07	S03	S10	0.5	3.0452e-314	nan	0.00410151	157	3	1
S07	S03	S11	0.5	3.0452e-314	nan	0.0040832	149	3	1
S07	S03	S12	0.5	3.0452e-314	nan	0.00388774	153	3	1
S07	S03	S13	0.5	3.0452e-314	nan	0.0038802	152	3	1
S07	S03	S14	0.5	3.0452e-314	nan	0.00438116	152	3	1
S07	S03	S15	0.5	3.0452e-314	nan	0.00384384	152	3	1
S07	S03	S16	0.5	3.0452e-314	nan	0.00408059	152	3	1
S07	S03	S17	0.5	3.0452e-314	nan	0.00394721	152	3	1
S07	S03	S18	0.5	3.0452e-314	nan	0.0042061	152	3	1
S07	S03	S19	0.5	3.0452e-314	nan	0.00407384	152	3	1
S09	S08	S03	0	3.04519e-314	nan	0	91	3	3
S10	S08	S03	0.5	1.18585	0.23568	0.00793061	80	6	2
S08	S11	S03	0.4	1.09301	0.27439	0.007994	49	7	3
S12	S08	S03	0	0	1	0	45	6	6
S08	S13	S03	0.0909091	0.262234	0.793141	0.0019985	44	6	5
S08	S14	S03	0.0909091	0.262234	0.793141	0.0019985	44	6	5
S08	S15	S03	0.0909091	0.262234	0.793141	0.0019985	45	6	5
S08	S16	S03	0.0909091	0.262234	0.793141	0.0019985	44	6	5
S08	S17	S03	0.0909091	0.262234	0.793141	0.0019985	44	6	5
S08	S18	S03	0.0909091	0.262234	0.793141	0.0019985	44	6	5
S08	S19	S03	0.0909091	0.262234	0.793141	0.0019985	44	6	5
S10	S09	S03	0.4	1.11261	0.265877	0.00793061	85	7	3
S09	S11	S03	0.333333	1.18507	0.23599	0.007994	46	8	4
S12	S09	S03	0	0	1	0	44	5	5
S09	S13	S03	0.111111	0.361551	0.717688	0.0019985	43	5	4
S09	S14	S03	0.111111	0.361551	0.717688	0.0019985	43	5	4
S09	S15	S03	0.111111	0.361551	0.717688	0.0019985	43	5	4
S09	S16	S03	0.111111	0.361551	0.717688	0.0019985	43	5	4
S09	S17	S03	0.111111	0.361551	0.717688	0.0019985	43	5	4
S09	S18	S03	0.111111	0.361551	0.717688	0.0019985	43	5	4
S09	S19	S03	0.111111	0.361551	0.717688	0.0019985	43	5	4
S10	S11	S03	0.571429	2.3597	0.0182895	0.0158612	46	11	3
S10	S12	S03	0.333333	1.02913	0.30342	0.00793061	44	8	4
S10	S13	S03	0.384615	1.18745	0.235049	0.00991326	41	9	4
S10	S14	S03	0.384615	1.18745	0.235049	0.00991326	41	9	4
S10	S15	S03	0.384615	1.18745	0.235049	0.00991326	42	9	4
S10	S16	S03	0.384615	1.18745	0.235049	0.00991326	41	9	4
S10	S17	S03	0.384615	1.18745	0.235049	0.00991326	41	9	4
S10	S18	S03	0.384615	1.18745	0.235049	0.00991326	41	9	4
S10	S19	S03	0.384615	1.18745	0.235049	0.00991326	41	9	4
S12	S11	S03	0.333333	1	0.317311	0.007994	79	8	4
S13	S11	S03	0.272727	0.782083	0.434166	0.00600751	78	7	4
S14	S11	S03	0.272727	0.782083	0.434166	0.00600751	78	7	4
S15	S11	S03	0.272727	0.782083	0.434166	0.00600751	79	7	4
S16	S11	S03	0.272727	0.782083	0.434166	0.00600751	78	7	4
S17	S11	S03	0.272727	0.782083	0.434166	0.00600751	78	7	4
S18	S11	S03	0.272727	0.782083	0.434166	0.00600751	78	7	4
S19	S11	S03	0.272727	0.782083	0.434166	0.00600751	78	7	4
S12	S13	S03	1	3.04519e-314	nan	0.0019985	146	1	0
S12	S14	S03	1	3.04519e-314	nan	0.0019985	146	1	0
S12	S15	S03	1	3.04519e-314	nan	0.0019985	147	1	0
S12	S16	S03	1	3.04519e-314	nan	0.0019985	148	1	0
S12	S17	S03	1	3.04519e-314	nan	0.0019985	148	1	0
S12	S18	S03	1	3.04519e-314	nan	0.0019985	148	1	0
S12	S19	S03	1	3.04519e-314	nan	0.0019985	148	1	0
S13	S14	S03	nan	3.04519e-314	nan	0	234	0	0
S13	S15	S03	nan	3.04519e-314	nan	0	232	0	0
S13	S16	S03	nan	3.04519e-314	nan	0	233	0	0
S13	S17	S03	nan	3.04519e-314	nan	0	235	0	0
S13	S18	S03	nan	3.04519e-314	nan	0	234	0	0
S13	S19	S03	nan	3.04519e-314	nan	0	235	0	0
S14	S15	S03	nan	3.04519e-314	nan	0	276.75	0	0
S14	S16	S03	nan	3.04519e-314	nan	0	284.75	0	0
S14	S17	S03	nan	3.04519e-314	nan	0	286.75	0	0
S14	S18	S03	nan	3.04519e-314	nan	0	285	0	0
S14	S19	S03	nan	3.04519e-314	nan	0	286	0	0
S15	S16	S03	nan	3.04519e-314	nan	0	289	0	0
S15	S17	S03	nan	3.04519e-314	nan	0	293	0	0
S15	S18	S03	nan	3.04519e-314	nan	0	291.25	0	0
S15	S19	S03	nan	3.04519e-314	nan	0	294	0	0
S16	S17	S03	nan	3.04519e-314	nan	0	298.25	0	0
S16	S18	S03	nan	3.04519e-314	nan	0	298	0	0
S16	S19	S03	nan	3.04519e-314	nan	0	301	0	0
S17	S18	S03	nan	3.04519e-314	nan	0	363	0	0
S17	S19	S03	nan	3.04519e-314	nan	0	367.75	0	0
S18	S19	S03	nan	3.04519e-314	nan	0	413.125	0	0
S06	S05	S04	1	3.04519e-314	nan	0.0165358	117.5	5	0
S07	S05	S04	1	3.04519e-314	nan	0.0132725	123.5	4	0
S05	S04	S08	nan	3.0452e-314	nan	0	210	0	0
S05	S04	S09	nan	3.0452e-314	nan	0	210	0	0
S05	S04	S10	nan	3.0452e-314	nan	0	214	0	0
S04	S05	S11	1	3.0452e-314	nan	0.00203744	207	1	0
S05	S04	S12	nan	3.0452e-314	nan	0	210	0	0
S05	S04	S13	nan	3.0452e-314	nan	0	209	0	0
S05	S04	S14	nan	3.0452e-314	nan	0	209	0	0
S05	S04	S15	nan	3.0452e-314	nan	0	209	0	0
S05	S04	S16	nan	3.0452e-314	nan	0	209	0	0
S05	S04	S17	nan	3.0452e-314	nan	0	209	0	0
S05	S04	S18	nan	3.0452e-314	nan	0	209	0	0
S05	S04	S19	nan	3.0452e-314	nan	0	209	0	0
S06	S07	S04	0.2	3.04519e-314	nan	0.00330715	130.25	3	2
S06	S04	S08	nan	3.0452e-314	nan	0	205	0	0
S06	S04	S09	nan	3.0452e-314	nan	0	205	0	0
S06	S04	S10	nan	3.0452e-314	nan	0	209	0	0
S04	S06	S11	1	3.0452e-314	nan	0.00203744	202	1	0
S06	S04	S12	nan	3.0452e-314	nan	0	205	0	0
S06	S04	S13	nan	3.0452e-314	nan	0	204	0	0
S06	S04	S14	nan	3.0452e-314	nan	0	204	0	0
S06	S04	S15	nan	3.0452e-314	nan	0	204	0	0
S06	S04	S16	nan	3.0452e-314	nan	0	204	0	0
S06	S04	S17	nan	3.0452e-314	nan	0	204	0	0
S06	S04	S18	nan	3.0452e-314	nan	0	204	0	0
S06	S04	S19	nan	3.0452e-314	nan	0	204	0	0
S07	S04	S08	nan	3.0452e-314	nan	0	206	0	0
S07	S04	S09	nan	3.0452e-314	nan	0	206	0	0
S07	S04	S10	nan	3.0452e-314	nan	0	210	0	0
S04	S07	S11	1	3.0452e-314	nan	0.00203744	203	1	0
S07	S04	S12	nan	3.0452e-314	nan	0	206	0	0
S07	S04	S13	nan	3.0452e-314	nan	0	205	0	0
S07	S04	S14	nan	3.0452e-314	nan	0	205	0	0
S07	S04	S15	nan	3.0452e-314	nan	0	205	0	0
S07	S04	S16	nan	3.0452e-314	nan	0	205	0	0
S07	S04	S17	nan	3.0452e-314	nan	0	205	0	0
S07	S04	S18	nan	3.0452e-314	nan	0	205	0	0
S07	S04	S19	nan	3.0452e-314	nan	0	205	0	0
S09	S08	S04	0	3.04519e-314	nan	0	93	3	3
S10	S08	S04	0.5	1.18585	0.23568	0.00782205	82	6	2
S08	S11	S04	0.333333	0.824958	0.409395	0.00591279	51	6	3
S12	S08	S04	0	0	1	0	47	6	6
S08	S13	S04	0.0909091	0.262234	0.793141	0.00197093	46	6	5
S08	S14	S04	0.0909091	0.262234	0.793141	0.00197093	46	6	5
S08	S15	S04	0.0909091	0.262234	0.793141	0.00197093	47	6	5
S08	S16	S04	0.0909091	0.262234	0.793141	0.00197093	46	6	5
S08	S17	S04	0.0909091	0.262234	0.793141	0.00197093	46	6	5
S08	S18	S04	0.0909091	0.262234	0.793141	0.00197093	46	6	5
S08	S19	S04	0.0909091	0.262234	0.793141	0.00197093	46	6	5
S10	S09	S04	0.4	1.11261	0.265877	0.00782205	87	7	3
S09	S11	S04	0.272727	0.873401	0.382445	0.00591279	48	7	4
S12	S09	S04	0	0	1	0	46	5	5
S09	S13	S04	0.111111	0.361551	0.717688	0.00197093	45	5	4
S09	S14	S04	0.111111	0.361551	0.717688	0.00197093	45	5	4
S09	S15	S04	0.111111	0.361551	0.717688	0.00197093	45	5	4
S09	S16	S04	0.111111	0.361551	0.717688	0.00197093	45	5	4
S09	S17	S04	0.111111	0.361551	0.717688	0.00197093	45	5	4
S09	S18	S04	0.111111	0.361551	0.717688	0.00197093	45	5	4
S09	S19	S04	0.111111	0.361551	0.717688	0.00197093	45	5	4
S10	S11	S04	0.538462	1.83167	0.067	0.0136886	48	10	3
S10	S12	S04	0.333333	1.02913	0.30342	0.00782205	46	8	4
S10	S13	S04	0.384615	1.18745	0.235049	0.00977756	43	9	4
S10	S14	S04	0.384615	1.18745	0.235049	0.00977756	43	9	4
S10	S15	S04	0.384615	1.18745	0.235049	0.00977756	44	9	4
S10	S16	S04	0.384615	1.18745	0.235049	0.00977756	43	9	4
S10	S17	S04	0.384615	1.18745	0.235049	0.00977756	43	9	4
S10	S18	S04	0.384615	1.18745	0.235049	0.00977756	43	9	4
S10	S19	S04	0.384615	1.18745	0.235049	0.00977756	43	9	4
S12	S11	S04	0.272727	0.818182	0.413253	0.00591279	81	7	4
S13	S11	S04	0.2	0.573528	0.566287	0.00394964	80	6	4
S14	S11	S04	0.2	0.573528	0.566287	0.00394964	80	6	4
S15	S11	S04	0.2	0.573528	0.566287	0.00394964	81	6	4
S16	S11	S04	0.2	0.573528	0.566287	0.00394964	80	6	4
S17	S11	S04	0.2	0.573528	0.566287	0.00394964	80	6	4
S18	S11	S04	0.2	0.573528	0.566287	0.00394964	80	6	4
S19	S11	S04	0.2	0.573528	0.566287	0.00394964	80	6	4
S12	S13	S04	1	3.04519e-314	nan	0.00197093	148	1	0
S12	S14	S04	1	3.04519e-314	nan	0.00197093	148	1	0
S12	S15	S04	1	3.04519e-314	nan	0.00197093	149	1	0
S12	S16	S04	1	3.04519e-314	nan	0.00197093	150	1	0
S12	S17	S04	1	3.04519e-314	nan	0.00197093	150	1	0
S12	S18	S04	1	3.04519e-314	nan	0.00197093	150	1	0
S12	S19	S04	1	3.04519e-314	nan	0.00197093	150	1	0
S13	S14	S04	nan	3.04519e-314	nan	0	236	0	0
S13	S15	S04	nan	3.04519e-314	nan	0	234	0	0
S13	S16	S04	nan	3.04519e-314	nan	0	235	0	0
S13	S17	S04	nan	3.04519e-314	nan	0	237	0	0
S13	S18	S04	nan	3.04519e-314	nan	0	236	0	0
S13	S19	S04	nan	3.04519e-314	nan	0	237	0	0
S14	S15	S04	nan	3.04519e-314	nan	0	278.75	0	0
S14	S16	S04	nan	3.04519e-314	nan	0	286.75	0	0
S14	S17	S04	nan	3.04519e-314	nan	0	288.75	0	0
S14	S18	S04	nan	3.04519e-314	nan	0	287	0	0
S14	S19	S04	nan	3.04519e-314	nan	0	288	0	0
S15	S16	S04	nan	3.04519e-314	nan	0	291	0	0
S15	S17	S04	nan	3.04519e-314	nan	0	295	0	0
S15	S18	S04	nan	3.04519e-314	nan	0	293.25	0	0
S15	S19	S04	nan	3.04519e-314	nan	0	296	0	0
S16	S17	S04	nan	3.04519e-314	nan	0	300.25	0	0
S16	S18	S04	nan	3.04519e-314	nan	0	300	0	0
S16	S19	S04	nan	3.04519e-314	nan	0	303	0	0
S17	S18	S04	nan	3.04519e-314	nan	0	365	0	0
S17	S19	S04	nan	3.04519e-314	nan	0	369.75	0	0
S18	S19	S04	nan	3.04519e-314	nan	0	415.125	0	0
S06	S07	S05	0.212121	0.810381	0.417721	0.0459393	23.75	20	13
S06	S05	S08	nan	3.0452e-314	nan	0	322.5	0	0
S06	S05	S09	nan	3.0452e-314	nan	0	322.5	0	0
S06	S05	S10	nan	3.0452e-314	nan	0	326.5	0	0
S06	S05	S11	nan	3.0452e-314	nan	0	318.5	0	0
S06	S05	S12	nan	3.0452e-314	nan	0	322.5	0	0
S06	S05	S13	nan	3.0452e-314	nan	0	321.5	0	0
S06	S05	S14	nan	3.0452e-314	nan	0	321.5	0	0
S06	S05	S15	nan	3.0452e-314	nan	0	321.5	0	0
S06	S05	S16	nan	3.0452e-314	nan	0	321.5	0	0
S06	S05	S17	nan	3.0452e-314	nan	0	321.5	0	0
S06	S05	S18	nan	3.0452e-314	nan	0	321.5	0	0
S06	S05	S19	nan	3.0452e-314	nan	0	321.5	0	0
S07	S05	S08	nan	3.0452e-314	nan	0	329.5	0	0
S07	S05	S09	nan	3.0452e-314	nan	0	329.5	0	0
S07	S05	S10	nan	3.0452e-314	nan	0	333.5	0	0
S07	S05	S11	nan	3.0452e-314	nan	0	325.5	0	0
S07	S05	S12	nan	3.0452e-314	nan	0	329.5	0	0
S07	S05	S13	nan	3.0452e-314	nan	0	328.5	0	0
S07	S05	S14	nan	3.0452e-314	nan	0	328.5	0	0
S07	S05	S15	nan	3.0452e-314	nan	0	328.5	0	0
S07	S05	S16	nan	3.0452e-314	nan	0	328.5	0	0
S07	S05	S17	nan	3.0452e-314	nan	0	328.5	0	0
S07	S05	S18	nan	3.0452e-314	nan	0	328.5	0	0
S07	S05	S19	nan	3.0452e-314	nan	0	328.5	0	0
S09	S08	S05	0	3.04519e-314	nan	0	93	3	3
S10	S08	S05	0.5	1.18585	0.23568	0.00835291	82	6	2
S08	S11	S05	0.4	1.09301	0.27439	0.00842327	51	7	3
S12	S08	S05	0	0	1	0	47	6	6
S08	S13	S05	0.0909091	0.262234	0.793141	0.00210582	46	6	5
S08	S14	S05	0.0909091	0.262234	0.793141	0.00210582	46	6	5
S08	S15	S05	0.0909091	0.262234	0.793141	0.00210582	47	6	5
S08	S16	S05	0.0909091	0.262234	0.793141	0.00210582	46	6	5
S08	S17	S05	0.0909091	0.262234	0.793141	0.00210582	46	6	5
S08	S18	S05	0.0909091	0.262234	0.793141	0.00210582	46	6	5
S08	S19	S05	0.0909091	0.262234	0.793141	0.00210582	46	6	5
S10	S09	S05	0.4	1.11261	0.265877	0.00835291	87	7	3
S09	S11	S05	0.333333	1.18507	0.23599	0.00842327	48	8	4
S12	S09	S05	0	0	1	0	46	5	5
S09	S13	S05	0.111111	0.361551	0.717688	0.00210582	45	5	4
S09	S14	S05	0.111111	0.361551	0.717688	0.00210582	45	5	4
S09	S15	S05	0.111111	0.361551	0.717688	0.00210582	45	5	4
S09	S16	S05	0.111111	0.361551	0.717688	0.00210582	45	5	4
S09	S17	S05	0.111111	0.361551	0.717688	0.00210582	45	5	4
S09	S18	S05	0.111111	0.361551	0.717688	0.00210582	45	5	4
S09	S19	S05	0.111111	0.361551	0.717688	0.00210582	45	5	4
S10	S11	S05	0.571429	2.3597	0.0182895	0.0167058	48	11	3
S10	S12	S05	0.333333	1.02913	0.30342	0.00835291	46	8	4
S10	S13	S05	0.384615	1.18745	0.235049	0.0104411	43	9	4
S10	S14	S05	0.384615	1.18745	0.235049	0.0104411	43	9	4
S10	S15	S05	0.384615	1.18745	0.235049	0.0104411	44	9	4
S10	S16	S05	0.384615	1.18745	0.235049	0.0104411	43	9	4
S10	S17	S05	0.384615	1.18745	0.235049	0.0104411	43	9	4
S10	S18	S05	0.384615	1.18745	0.235049	0.0104411	43	9	4
S10	S19	S05	0.384615	1.18745	0.235049	0.0104411	43	9	4
S12	S11	S05	0.333333	1	0.317311	0.00842327	81	8	4
S13	S11	S05	0.272727	0.782083	0.434166	0.00633078	80	7	4
S14	S11	S05	0.272727	0.782083	0.434166	0.00633078	80	7	4
S15	S11	S05	0.272727	0.782083	0.434166	0.00633078	81	7	4
S16	S11	S05	0.272727	0.782083	0.434166	0.00633078	80	7	4
S17	S11	S05	0.272727	0.782083	0.434166	0.00633078	80	7	4
S18	S11	S05	0.272727	0.782083	0.434166	0.00633078	80	7	4
S19	S11	S05	0.272727	0.782083	0.434166	0.00633078	80	7	4
S12	S13	S05	1	3.04519e-314	nan	0.00210582	148	1	0
S12	S14	S05	1	3.04519e-314	nan	0.00210582	148	1	0
S12	S15	S05	1	3.04519e-314	nan	0.00210582	149	1	0
S12	S16	S05	1	3.04519e-314	nan	0.00210582	150	1	0
S12	S17	S05	1	3.04519e-314	nan	0.00210582	150	1	0
S12	S18	S05	1	3.04519e-314	nan	0.00210582	150	1	0
S12	S19	S05	1	3.04519e-314	nan	0.00210582	150	1	0
S13	S14	S05	nan	3.04519e-314	nan	0	236	0	0
S13	S15	S05	nan	3.04519e-314	nan	0	234	0	0
S13	S16	S05	nan	3.04519e-314	nan	0	235	0	0
S13	S17	S05	nan	3.04519e-314	nan	0	237	0	0
S13	S18	S05	nan	3.04519e-314	nan	0	236	0	0
S13	S19	S05	nan	3.04519e-314	nan	0	237	0	0
S14	S15	S05	nan	3.04519e-314	nan	0	278.75	0	0
S14	S16	S05	nan	3.04519e-314	nan	0	286.75	0	0
S14	S17	S05	nan	3.04519e-314	nan	0	288.75	0	0
S14	S18	S05	nan	3.04519e-314	nan	0	287	0	0
S14	S19	S05	nan	3.04519e-314	nan	0	288	0	0
S15	S16	S05	nan	3.04519e-314	nan	0	291	0	0
S15	S17	S05	nan	3.04519e-314	nan	0	295	0	0
S15	S18	S05	nan	3.04519e-314	nan	0	293.25	0	0
S15	S19	S05	nan	3.04519e-314	nan	0	296	0	0
S16	S17	S05	nan	3.04519e-314	nan	0	300.25	0	0
S16	S18	S05	nan	3.04519e-314	nan	0	300	0	0
S16	S19	S05	nan	3.04519e-314	nan	0	303	0	0
S17	S18	S05	nan	3.04519e-314	nan	0	365	0	0
S17	S19	S05	nan	3.04519e-314	nan	0	369.75	0	0
S18	S19	S05	nan	3.04519e-314	nan	0	415.125	0	0
S07	S06	S08	nan	3.0452e-314	nan	0	333.25	0	0
S07	S06	S09	nan	3.0452e-314	nan	0	333.25	0	0
S07	S06	S10	nan	3.0452e-314	nan	0	337.25	0	0
S07	S06	S11	nan	3.0452e-314	nan	0	329.25	0	0
S07	S06	S12	nan	3.0452e-314	nan	0	333.25	0	0
S07	S06	S13	nan	3.0452e-314	nan	0	332.25	0	0
S07	S06	S14	nan	3.0452e-314	nan	0	332.25	0	0
S07	S06	S15	nan	3.0452e-314	nan	0	332.25	0	0
S07	S06	S16	nan	3.0452e-314	nan	0	332.25	0	0
S07	S06	S17	nan	3.0452e-314	nan	0	332.25	0	0
S07	S06	S18	nan	3.0452e-314	nan	0	332.25	0	0
S07	S06	S19	nan	3.0452e-314	nan	0	332.25	0	0
S09	S08	S06	0	3.04519e-314	nan	0	93	3	3
S10	S08	S06	0.5	1.18585	0.23568	0.00810948	82	6	2
S08	S11	S06	0.4	1.09301	0.27439	0.00817578	51	7	3
S12	S08	S06	0	0	1	0	47	6	6
S08	S13	S06	0.0909091	0.262234	0.793141	0.00204394	46	6	5
S08	S14	S06	0.0909091	0.262234	0.793141	0.00204394	46	6	5
S08	S15	S06	0.0909091	0.262234	0.793141	0.00204394	47	6	5
S08	S16	S06	0.0909091	0.262234	0.793141	0.00204394	46	6	5
S08	S17	S06	0.0909091	0.262234	0.793141	0.00204394	46	6	5
S08	S18	S06	0.0909091	0.262234	0.793141	0.00204394	46	6	5
S08	S19	S06	0.0909091	0.262234	0.793141	0.00204394	46	6	5
S10	S09	S06	0.4	1.11261	0.265877	0.00810948	87	7	3
S09	S11	S06	0.333333	1.18507	0.23599	0.00817578	48	8	4
S12	S09	S06	0	0	1	0	46	5	5
S09	S13	S06	0.111111	0.361551	0.717688	0.00204394	45	5	4
S09	S14	S06	0.111111	0.361551	0.717688	0.00204394	45	5	4
S09	S15	S06	0.111111	0.361551	0.717688	0.00204394	45	5	4
S09	S16	S06	0.111111	0.361551	0.717688	0.00204394	45	5	4
S09	S17	S06	0.111111	0.361551	0.717688	0.00204394	45	5	4
S09	S18	S06	0.111111	0.361551	0.717688	0.00204394	45	5	4
S09	S19	S06	0.111111	0.361551	0.717688	0.00204394	45	5	4
S10	S11	S06	0.571429	2.3597	0.0182895	0.016219	48	11	3
S10	S12	S06	0.333333	1.02913	0.30342	0.00810948	46	8	4
